,index,Title,Content,Category
5192,22,"
Japan to launch two mini satellites to test 'space elevator'
",Japan is preparing to launch two cube satellites next week to test the concept of space elevator in Earth's orbit. The test involves a six-centimetre-long box which would move along a 10-metre-long cable suspended in space between the two satellites that will keep it taut. Space elevator was proposed in 1895 as a planet-to-space transportation system anchored to the ground.,science
5193,23,"
Russia to stop ferrying US astronauts to ISS from April 2019
","Russia's contract with NASA to ferry astronauts to the International Space Station (ISS) is set to expire in April 2019. Under the current contract, American astronauts use the Russian Soyuz spacecraft in order to reach the ISS and return back home. USA is currently looking to finalize a replacement in the form of a manned SpaceX Dragon capsule.",science
5194,24,"
UAE announces names of its first astronauts
","The UAE's PM and Vice President, Sheikh Mohammed bin Rashid Al Maktoum, has announced the names of two astronauts for the country's first astronaut programme. Hazza Al Mansouri and Sultan Al Nayadi were selected from over 4,000 candidates. They will be trained in Russia, and one of them will be part of a space mission scheduled for 2019.",science
5195,25,"
Nearly 90 elephants killed for ivory in Botswana
","The bodies of 87 elephants have been found near a wildlife sanctuary in Botswana with several having had their tusks removed, conservation group Elephants Without Borders said. The discovery was made during an aerial survey by the group, which claimed it was ""the largest scale of elephant poaching in Africa to date"". Notably, Botswana has the world's largest elephant population.",science
5196,26,"
NASA plans a 45-day campaign to recover its Mars rover
","Space agency NASA is planning a 45-day-long campaign to restore its communication with the Mars rover 'Opportunity'. The rover has been out of contact since early June after a major dust storm led to the discharge of solar power inside the rover. NASA said that once the skies above Opportunity rover are clear, the agency will immediately begin the campaign.",science
5197,0,"
UpGrad can help you transition to Big Data Engineering
","Nasscom predicts 1.4 lakh jobs will be created in Big Data and AI by 2020. BITS Pilani's PG Program in Big Data in association with UpGrad has helped professionals transition to companies like Microsoft, Spark NZ and JP Morgan. One learner Aman Kumar transitioned to Spark NZ with a 50% salary hike.",science
5198,1,"
Transition to Big Data with BITS Pilani's PG program
","BITS Pilani in association with UpGrad is offering a PG Program in Big Data engineering which is the first-of-its-kind program in India that has helped learners transition to companies like Spark NZ, Microsoft, Edureka with an average 36% salary hike. The career support with 1-1 industry mentorship and mock interview preparation have been instrumental in helping learners make a career transition. ",science
5199,2,"
Scientist G Satheesh Reddy appointed as DRDO Chairman
","The government on Saturday appointed scientist G Satheesh Reddy as the Chairman of the Defence Research Development Organisation (DRDO), three months after S Christopher completed his term in May this year. Reddy has been appointed for a period of two years. He is a graduate in Electronics and Communication Engineering from the Jawaharlal Nehru Technological University (JNTU) in Hyderabad. ",science
5200,3,"
First-ever penguin born in India dies a week after birth
","The first-ever penguin born in India, born on August 15 at Mumbai's Byculla zoo, has died a week after its birth. The Humboldt Penguin chick died on August 22 night due to anomalies associated with newborn penguins. The penguins in Mumbai zoo are the only instance of the species being brought from abroad to be kept in an Indian zoo. ",science
5201,4,"
Neil Armstrong's 81 kg spacesuit was made by bra manufacturer
","The Apollo 11 spacesuit worn by NASA astronaut Neil Armstrong was sewn by women at consumer brand Playtex, which manufactured bras. The spacesuit, weighing 81 kg on Earth, weighed only 13.6 kg in the reduced gravity on Moon. It comprised 21 layers of different materials and could withstand temperatures from -150ºC to +120ºC. Armstrong's sixth death anniversary is marked today.",science
5202,5,"
Neil Armstrong once mowed cemetery grass for 10 cents/hour
","The first person to walk on the Moon, Neil Armstrong, used to trim grass in an Ohio cemetery for 10 cents an hour at the age of 10. Armstrong, whose sixth death anniversary is marked today, held several part-time jobs to pay for his $9-per-hour flying lessons. He got his pilot licence aged 16, even before his driving licence.",science
5203,6,"
NASA video shows spread of monsoon causing floods in Kerala
","NASA has provided estimates of monsoon rainfall that affected India from August 13-20 and resulted in severe flooding in parts of India, with Kerala being the hardest hit. During the period, total rainfall in Kerala was 10 inches (red), with some of its districts receiving over 16 inches (purple). Death toll in Kerala has gone beyond 370 amidst the flooding.",science
5204,7,"
NASA releases before-and-after images of flood-hit Kerala
","NASA has released satellite images to show the extent of damage by flooding in different parts of Kerala. ""The dam releases came way too late, and coincided with the heavy rain,"" said NASA scientist Sujay Kumar. Rainfall peaked in Kerala on July 20, while the region experienced 164% more rain than normal in first 20 days of August, NASA added.",science
5205,8,"
Belgian scientists looking for poop donors for research
","Belgian scientists are looking for volunteers to donate their faeces to help with research into illnesses like bowel disorders, allergies, and neurological diseases. Researchers at Ghent University are performing faecal microbiota transplants on patients. The process transfers organisms living in the donor's colon to sick patients in hope of repopulating their guts with healthy bacteria.",science
5206,9,"
NASA's 1st asteroid-bound spacecraft sends 1st image of rock
","After an almost two-year journey, NASA spacecraft OSIRIS-REx, caught its first glimpse of asteroid Bennu last week and began its final approach toward the space rock. The spacecraft obtained the image from 2.2 million km and is scheduled to arrive at Bennu in December. OSIRIS-REx is NASA's first mission aimed to visit a near-Earth asteroid and send back its sample.",science
5207,10,"
NASA scientist who hand-calculated mission trajectories turns 100
","African-American mathematician and NASA scientist Katherine Johnson, who is often regarded as 'human computer' for calculating space mission trajectories by hand, turned 100 years old on Monday. Katherine did trajectory analysis for Alan Shepard's mission Freedom 7 in May 1961, America's first human spaceflight. Digital computers were new and untested at that time.",science
5208,11,"
An astronaut-in-training quits NASA for 1st time in 50 years
","Astronaut candidate Robb Kulin has resigned halfway through his two years of training at NASA over personal reasons, marking a first since 1968 when another astronaut-in-training quit. The former SpaceX manager was among 12 astronauts chosen last summer from a record 18,300 applicants. Notably, Indian-origin US Air Force Lieutenant Colonel Raja Chari is also part of the 2017 Astronaut Class.",science
5209,12,"
India's 1st manned space flight to send 3 persons for 7 days
","India's first manned space flight is expected to send a three-member crew for seven days into space, said Jitendra Singh, Minister of State for Atomic Energy and Space. ""The programme is expected to be completed before 2022 with the first unmanned flight within 30 months,"" Singh said. The launch will use ISRO's three-stage heavy-lift rocket GSLV Mk III, he added.",science
5210,13,"
3 Indians will enter space within 16 mins of launch: ISRO
","ISRO Chairman K Sivan on Tuesday said the three astronauts chosen for India's first manned spaceflight would enter into low-Earth orbit at 400 km ""within 16 minutes of launch from Sriharikota"". After conducting microgravity experiments for 5-7 days, the crew module would separate from the service module and make a splashdown within 36 minutes into the Arabian Sea, Sivan added.",science
5211,14,"
40,000-yr-old extinct horse's body found in world's coldest city
","Russian scientists have released pictures of a foal that got preserved in the Siberian permafrost around 40,000 years ago. Belonging to the extinct Lena horse species, the foal is 38 inches tall and was about two months old at the time of death. The discovery was made in Yakutsk, considered the world's coldest city, with winter temperatures going below -50ºC.",science
5212,15,"
India's manned space mission on time, was finalised yrs ago: Govt
","The ISRO's first manned space mission is on schedule as the programme was finalised a few years ago, K Vijay Raghavan, principal scientific advisor to the government has said. India has the knowledge and expertise required to successfully complete this mission, he added. On Independence Day, PM Modi announced that an Indian astronaut will be launched into space by 2022.",science
5213,16,"
Coconut oil is 'pure poison', claims Harvard professor
","Harvard professor Karin Michels has said coconut oil is ""pure poison"", adding it's ""one of the worst things you can eat"". Michels based her warning on its 86% saturated fat content, known to raise bad cholesterol levels and the risk of cardiovascular disease. The lecture, ""Coconut oil and other nutritional errors"", in German, has garnered over a million YouTube views.",science
5214,17,"
Astronauts at ISS play tennis in space for the first time
",Astronauts aboard the International Space Station (ISS) played the first-ever tennis match in space. The ISS Commander and his flight engineer crewmates participated in a 'space doubles' match which was broadcast to Earth with the help of 3D projections. Astronauts used smaller rackets to hit the ball over a net which was floating in the middle of a makeshift court.,science
5215,18,"
SpaceX's biggest rocket to house first settlers on Mars
","Elon Musk-led SpaceX's biggest rocket 'BFR' will house the first people who settle on Mars, the startup's Principal Mars Development Engineer Paul Wooster said. He further said SpaceX will launch two uncrewed cargo BFRs in 2022 and then launch follow-up missions with four more rockets two years later. SpaceX plans to provide transportation to Mars via the BFR, he added. ",science
5216,19,"
Arctic's oldest sea ice breaks up for the 1st time on record
","Arctic's oldest and thickest sea ice has been found to crack, opening waters north of Greenland that normally remain frozen even in summer. The phenomenon, never been recorded before, has occurred twice this year due to warm winds and a climate-change-driven heatwave in the northern hemisphere, said meteorologists, calling the loss of the last ice area ""scary"".",science
5217,20,"
Higgs boson found to decay 6 yrs after Nobel-winning discovery
","Six years after Higgs boson's discovery, the ""God particle"" has been observed decaying to fundamental particles known as bottom quarks. The decay was seen by two detectors at CERN in Switzerland's Geneva, which houses the world's largest particle accelerator (27km). Physicist Peter Higgs predicted the Higgs boson in 1960s and won the 2013 Physics Nobel after CERN confirmed it.",science
5218,21,"
Marijuana found in breast milk up to 6 days after use: Study
","Traces of marijuana compounds were found in the breast milk of nursing women up to 6 days after use, according to a study by the University of California researchers. They found that the compounds were detectable in 63% of the provided samples. Further, experts said that one of the compounds, THC, has chemical properties that could disrupt brain development.",science
5219,22,"
There exists no safe level of alcohol consumption: Study
","A published global study has stated that there is no safe level of alcohol consumption. The study's findings also noted that although moderate drinking may protect against heart disease, the risks associated with it, including cancer and other diseases, outweigh these protections. The study adds that alcohol led to around 2.8 million deaths in 2016.",science
5220,23,"
Planned for 2.5yrs, NASA telescope completes 15yrs in space
","NASA's Spitzer Space Telescope, initially scheduled for a 2.5-year primary mission, has completed 15 years of space exploration. Spitzer assisted in the discovery of planets, illuminated some of the oldest galaxies in the universe, and revealed a new ring around Saturn. Launched in 2003, Spitzer trails behind the Earth and has been gradually drifting farther away from the planet.",science
5221,24,"
Electrons accelerated for 1st time in a proton-driven wave
","In a first, scientists at the world's largest particle physics laboratory CERN have successfully accelerated electrons using a wakefield generated by protons moving through a plasma. The electrons were accelerated by a factor of around 100 over a length of 10 metres. The use of plasma wakefields could drastically reduce the sizes and costs of the accelerators, said the researchers.",science
5222,25,"
Beluga whales found to menopause like humans; 5 such species
","Scientists have discovered that beluga whales and narwhals go through menopause like humans, taking the total number of species known to experience this to five. The researchers used data from dead whales of 16 species and found dormant ovaries in older beluga and narwhal females. The other species which experience menopause include killer whales and short-finned pilot whales. ",science
5223,26,"
Air pollution lowers brain function: Study on 32,000 people
","Long-term exposure to air pollution can significantly lower brain function, which reflects in decreased verbal and mathematics scores, according to a new study. It is based on the analysis of cognitive test scores of nearly 32,000 people between 2010 and 2014 in China. Researchers claimed that the average impact was equivalent to having lost a year of the person's education.",science
5224,0,"
UpGrad can help you move to future-ready AI & ML job roles
","UpGrad and IIIT Bangalore's Post Graduate Program in Machine learning and AI helps students transition to high demand-high growth job roles in machine learning and AI, delivering an average 36% salary hike. Personalized support during the program and industry-relevant career guidance have been fulcrum of these transitions. Learners have transitioned to ML-AI engineer roles in companies like Mindtree and Microsoft.",science
5225,1,"
US girl who shot herself under her chin gets face transplant
","Katie Stubblefield, a 21-year-old American who survived a suicide attempt has become the youngest to receive a face transplant in US history. Katie had disfigured her face after shooting herself with her brother's rifle under her chin four years ago. In 2017, she was matched with a 31-year-old donor, with her scalp, forehead, and eyelids transplanted in a 31-hour surgery.",science
5226,2,"
Physicist Chandrasekhar helped lay foundation of NASA solar probe
","Indian-American astrophysicist Subrahmanyan Chandrasekhar's intervention helped a research paper on 'solar winds' get published 60 years ago, the basis of NASA's first mission to 'touch' the Sun. The 1958 paper by Eugene Newman Parker was backed by Chandrasekhar when scientific community refused to believe it. Popularly known as 'Chandra', NASA's Chandra X-ray Observatory is named after him.",science
5227,3,"
Indian astronaut to be in space for 7 days at under ₹10,000 cr: ISRO
","ISRO is planning to put an Indian astronaut in space in its first manned mission by 2022 for at least seven days at a cost of less than ₹10,000 crore, ISRO Chairman K Sivan said on Wednesday. ISRO has already tested the crew module and crew escape systems. The IAF will select the astronaut, who will be trained overseas.",science
5228,4,"
ISRO deploys 5 satellites for Kerala flood relief operations
","The Indian Space Research Organisation (ISRO) has tasked five of its satellites to assist with planning and monitoring of the flood relief operations in Kerala. The satellites send real-time images and early flood warnings to the Centre and the state, officials said. ISRO has also been sharing maps showing flooded areas, along with information on areas affected and transport network.",science
5229,5,"
Skin colour, veins on hands lead to conviction of paedophile
","A 38-year-old UK man was given a 15-year jail sentence for filming himself raping a two-year-old girl based on video footage of his hands. In the footage from 2014, only the man's hands and private parts were visible with the face hidden. However, a detailed analysis of the suspect's skin pigment and vein patterns on hands led to his conviction.",science
5230,6,"
Woman gives birth to child 3 years after husband's death
","A Bengaluru-based marketing consultant became a mother via surrogacy three years after her husband died in a road accident. The couple had undergone an IVF treatment in 2015 after failing to conceive but the procedure failed too after her husband's accident. However, using her late husband's last sperm sample, the woman got her child through surrogacy at Mumbai's Jaslok hospital.",science
5231,7,"
It takes 55 times more energy to go to Sun than Mars: NASA
","The Parker Solar Probe, launched on Sunday, will require 55 times more energy to 'touch' the Sun compared to a mission towards Mars, as per NASA. It will need to cancel sideways motion of the Earth, which orbits the Sun at over one lakh kmph. While doing so, it will become the fastest-ever man-made object, clocking nearly 7 lakh kmph.",science
5232,8,"
Proud of our scientists at forefront of innovation: PM Modi
","Prime Minister Narendra Modi hailed India's scientists during his speech on the occasion of the 72nd Independence Day on Wednesday. ""India is proud of our scientists, who are excelling in their research and are at the forefront of innovation,"" he said. He also announced that India will send an Indian citizen to space through an Indian spacecraft by 2022.",science
5233,9,"
Who is the first Indian to go into space?
","Rakesh Sharma became the first Indian to go into space in 1984 and remains the only Indian citizen to do so. The retired Air Force Pilot flew aboard Soyuz T-11 spacecraft under a joint Indian-Soviet programme and spent nearly eight days orbiting Earth. Notably, India-born late Kalpana Chawla and Indian-origin Sunita Williams flew into space as American astronauts.",science
5234,10,"
India to get its own astronaut training facility soon: ISRO
","After PM Narendra Modi announced India's first human space programme, ISRO has confirmed a facility to train astronauts in a zero-gravity environment will soon be set up in Bengaluru, 10 km from the airport. However, the facility will not be able to train any astronaut for India's first mission in 2022 due to a tight schedule, said Chairman Sivan K.",science
5235,11,"
Iron, titanium found in atmosphere of hottest known planet
","KELT-9b, the hottest known planet whose star-facing side reaches temperatures of over 4,000 ºC, has an atmosphere of vaporised iron and titanium, a study has revealed. ""The temperatures are so insane that even though it is a planet it has the atmosphere of a star,"" said the co-author. KELT-9b was discovered last year orbiting a star 650 light-years from Earth.",science
5236,12,"
NASA unable to contact Mars rover 2 months after dust storm
","NASA's Opportunity rover, which has spent over 5,000 days on Mars, is still radio silent after a dust storm hit the red planet in May. The $400-million solar-powered rover had gone into hibernation over low power. Researchers are not expecting to hear anything from Opportunity until there has been a significant reduction in the atmospheric opacity over the rover site.",science
5237,13,"
'Zombie' gene behind why elephants rarely get cancer: Study
","A University of Chicago study has identified a 'zombie' gene that makes elephants nearly immune to cancer. In response to DNA damage, a tumour-suppressing protein wakes up the non-functioning gene called LIF6 to kill cancer-prone cells. Researchers were able to mimic this effect by turning on LIF6 in mice and hope to develop new cancer treatments for humans in future.",science
5238,14,"
Chandrayaan-1 data helps NASA confirm frozen water on Moon
","Using data from a NASA instrument aboard India's first Moon mission, Chandrayaan-1, a fresh study has found the first ""direct and definitive evidence"" of ice on its poles. ISRO launched Chandrayaan-1 in 2008 and the first evidence of frozen water on Moon was found a year later. The ice could provide a source of water for future astronauts, scientists said.",science
5239,15,"
Dinosaur-era beetle found encased in 99-mn-year-old amber
","Chinese researchers have discovered a beetle preserved in Burmese amber (tree resin) for an estimated 99 million years along with pollen grains of cycads, a plant that preceded flowering plants. Cycads may have been the first insect-pollinated plants, said the co-author, noting the ""boganiid beetles have been ancient pollinators since the Age of Cycads and Dinosaurs"".",science
5240,16,"
NASA Administrator supports Trump's Space Force proposal
","NASA Administrator Jim Bridenstine has expressed full support for President Donald Trump's proposed Space Force. However, he said the 6th branch of the US military will have a role separate from NASA. Adding that NASA's responsibilities involve science, space exploration and technology development, Bridenstine said, ""We want to be an agency that maintains its independence from those capabilities.""",science
5241,17,"
A cycle and a church were used for India's 1st rocket launch
","The rocket for India's first ever rocket launch was carried in parts on a bicycle to the launch site, a church in Thiruvananthapuram in 1963. The launch sent NASA-made Nike-Apache rocket to space and led to the foundation of Indian Space Research Organisation (ISRO) by Vikram Sarabhai on August 15, 1969. The church was later renamed Vikram Sarabhai Space Centre.",science
5242,18,"
India needs 45 more satellites in space: ISRO Chairman
","Pointing out that India currently has 45 satellites in space, Indian Space Research Organisation (ISRO) Chairman K Sivan has said that India needs 45 more due to ""national demand"". Comparing ISRO's project to land on the Moon to NASA's Apollo missions, he said it is the most complex mission attempted by ISRO so far.",science
5243,19,"
MIT team develops an 'in-body GPS' system to locate implants
",Researchers from MIT have developed an 'in-body GPS' system named ReMix that can locate implants inside the body. The new method can pinpoint the location of ingestible implants inside the body using low-power wireless signals. The team implanted a marker in animal tissues to show that the system can track implants with centimetre-level accuracy. ,science
5244,20,"
Scientist's ₹31cr grant money revoked over bullying claims
","British cancer scientist Nazneen Rahman has had £3.5 million (around ₹31 crore) in grant money revoked after allegations of bullying by 45 current and former colleagues. Rahman had resigned from her position at London's Institute of Cancer Research last month following complaints against her. Rahman's current and former colleagues claim that she created an ""intimidating"" working environment.",science
5245,21,"
Chandrayaan-2 lander named 'Vikram' to honour ISRO Founder
","The lander of India's second lunar exploration mission 'Chandrayaan-2', scheduled for next year, will be named 'Vikram' in honour of ISRO Founder Vikram Sarabhai. Marking his 99th birth anniversary on Sunday, ISRO also unveiled Vikram Sarabhai's bust at its headquarters in Bengaluru. Further, as a tribute to Sarabhai, ISRO plans to launch 9 missions over the next five months.",science
5246,22,"
Single image shows 15,000 galaxies captured by NASA telescope
","Astronomers using the NASA's Hubble Space Telescope have captured approximately 15,000 galaxies, about 12,000 of which are forming stars, in a single mosaic. Hubble's ultraviolet vision was used to track star-birth over the last 11 billion years, which happened about 3 billion years after the Big Bang. Hubble was launched in low-Earth orbit in 1990 and is still operational.",science
5247,23,"
US researchers discover new molecular properties of water
","In a first, New York University scientists have experimentally proven the asymmetrical splitting of water into its constituent hydrogen and hydroxide ions. The researchers also found that ion transport in water was temperature dependent. For the proof, the team exploited the property that ice floats over liquid water and are currently looking for industrial applications of the study.",science
5248,24,"
MIT figures out how to break spaghetti into only 2 pieces
","An MIT study has solved the spaghetti challenge, made famous in 1939 by US physicist Richard Feynman, who wondered why the dry noodles couldn't be broken into just two pieces. It was earlier found that spaghetti, on being bent, breaks, while a ""snap-back"" effect further fractures it. MIT mathematicians found twisting and bending it could break it into just two.",science
5249,25,"
Fast melting Arctic ice may impact Indian monsoon: Study
",A study by Indian researchers has found that the fast-melting rates of Arctic ice can have adverse implications for Indian monsoon rain. The team has reconstructed the warming of the Arctic over the last two centuries in order to study the impact. A scientist added that climate change in polar regions is taking place at twice the global average.,science
5250,26,"
Astronomers spot Universe's earliest galaxies near Milky Way
","UK and US-based researchers have identified galaxies orbiting the Milky Way, that are ""some of the very first galaxies that formed in the Universe"" over 13 billion years ago. ""Our finding supports the current model for the evolution of our Universe...in which the elementary particles that make up the dark matter drive cosmic evolution,"" the researchers said.",science
5251,0,"
NASA launches the first-ever mission to 'touch' the Sun
","NASA on Sunday successfully launched its Parker Solar Probe, aimed to enter the Sun's corona (outer atmosphere), where no spacecraft has gone before. The mission will probe why temperatures in corona reach a million ºC while Sun's visible surface below it only reaches about 5,500ºC. The spacecraft will make its first close approach in November and send data in December.",science
5252,1,"
How will NASA's solar probe 'touch' the Sun without melting?
","Launched on Sunday, NASA's Parker Solar Probe is set to enter the Sun's atmosphere. However, compared to Sun's surface, its corona is less dense and the spacecraft will interact with fewer hot particles. Hence, the probe will be travelling through a space with temperatures of several million degrees, but its heat shield will only get heated to about 1,400 ºC.",science
5253,2,"
12-yr-old boy recovers after one-sixth part of brain removed
","In a first, a study led by Carnegie Mellon University has shown that a 12-year-old boy regained brain functionality after a third of his brain's right hemisphere was removed to control seizures. During three years of brain imaging tests, it was found that despite the inability to see from the left, his brain's left hemisphere eventually compensated for visual tasks.",science
5254,3,"
SpaceX Dragon capsule returns safely after a month in space
","Elon Musk-led space startup SpaceX's Dragon capsule, which was launched from the Earth a month ago to carry supplies to the ISS, safely landed in the Pacific Ocean on Saturday. The capsule's return completes the CRS-15 mission, which brought scientific experiments, crew provisions, equipment and other supplies to the ISS. SpaceX has now flown 15 ISS cargo missions.",science
5255,4,"
Bezos' Blue Origin among 6 NASA picks to develop space tech
","World's richest person Jeff Bezos-owned Blue Origin is among the six companies NASA has selected for developing 10 ""tipping point"" space technologies, including lunar lander and deep space rocket engine. Out of the 10 contracts worth $44 million, Blue Origin won a $10-million contract for a cryogenic liquid propulsion system and $3-million project to enable landing anywhere on the Moon.",science
5256,5,"
Earthquakes can trigger tremors on opposite side of Earth: Study
","American researchers have found that high-intensity earthquakes can trigger tremors on the opposite side of the globe, most likely within a three-day window. The Oregon State University study investigated after-effects of earthquakes of magnitude 6.5 or larger from 1973-2016. For instance, a figure showed a magnitude 8.8 earthquake in Chile in 2010, which was followed by 10 events in Asia.",science
5257,6,"
India's Chandrayaan-2 Moon mission launch delayed for 2nd time
","The launch of India's second Moon mission Chandrayaan-2 has been delayed for the second time from October to January next year, according to reports. The mission's launch was first planned in April and was pushed to October. The delay in launch comes after ISRO faced two setbacks this year, losing communication with GSAT-6A satellite and failing PSLV-C39 mission.",science
5258,7,"
Indian telescope discovers the most distant radio galaxy
","Breaking a 20-year-old distance record, a team led by PhD student Aayush Saxena has found a radio galaxy from a time when the universe was only 7% of its current age, at a distance of 12 billion light-years. The Giant Metrewave Radio Telescope (GMRT) near Pune was used to identify the galaxy while the distance was determined using US-based telescopes.",science
5259,8,"
Mother of dead whale still carrying its body after 2 weeks
","A 20-year-old 'grieving' orca whale has been continuously carrying her dead calf off the Canadian coast since it died two weeks ago, shortly after birth. Scientists tracking the mother expressed concerns over her well-being as she is now falling behind her group. The calf was the first born to its group in 3 years, of which only 75 are left.",science
5260,9,"
ISRO founder Vikram Sarabhai had brought cable TV to India
","Born on August 12, 1919, Vikram Sarabhai founded ISRO in 1969 while spearheading the launch of India’s first satellite 'Aryabhata'. Dr Sarabhai’s dialogue with NASA in 1966 resulted in the launch of Satellite Instructional Television Experiment in 1975, bringing cable television to rural India. A mentor to late President Abdul Kalam, the late Padma Vibhushan-awardee also co-founded IIM Ahmedabad.",science
5261,10,"
44 new planets found, 4 have year shorter than day on Earth
","NASA's Kepler and ESA's Gaia telescopes have helped discover 44 new planets outside our solar system. Four of the exoplanets were found to orbit their host stars in less than 24 hours implying a year on them is shorter than a day on Earth. Further, 16 were roughly the same size as Earth, with one about the size of Venus.",science
5262,11,"
Last eclipse of 2018 on August 11, not visible in India
","The last eclipse of the year, a partial solar eclipse on August 11, will be visible mostly in regions above the Arctic circle including China, Russia and northern parts of China. Residents in India can view webcam feeds of the eclipse from 1:32 pm IST to 5:00 pm. 2018 has witnessed two total lunar eclipses and two partial solar eclipses.",science
5263,12,"
Artist makes painting on worm that infected his eye
","Australia-born artist Ben Taylor has made a painting depicting a parasitic worm that had infected his eye in 2013. Taylor revealed he initially made the painting with spiral patterns as an abstract and couldn't ""bond"" with it, however, he completed the painting after the infection. The painting titled 'The Host' is featured in the August issue of a medical journal.",science
5264,13,"
Marie Curie tops BBC poll of women who changed the world
","Polish-born scientist Marie Curie, the first person to win two Nobel Prizes, has topped a BBC History magazine poll, which listed ""100 women who changed the world"". Albanian-Indian Nobel Laureate Mother Teresa was placed 20th on the list while former PM Indira Gandhi was ranked 49th. Other notable names included former UK PM Margaret Thatcher and Indian poet Sarojini Naidu.",science
5265,14,"
Who is Eugene Parker, namesake of NASA mission to 'touch' Sun?
","Launched on Sunday, the Parker Solar Probe is the first NASA mission to be named after a living individual, Dr Eugene Parker. In 1958, the 91-year-old American solar physicist predicted the existence of the solar wind, a stream of charged particles blasted from the Sun. He also theorised why the Sun's corona (outer atmosphere) is hotter than its surface below.",science
5266,15,"
Indonesian island raised by 10 inches by 6.9-magnitude quake
","The Indonesian island of Lombok was raised by nearly 10 inches by a 6.9-magnitude earthquake that hit the region on Monday, scientists from NASA and the California Institute of Technology have claimed. They made a ground deformation map using satellite images of the island and measured changes in its surface. Nearly 400 people have been killed in the powerful earthquake.",science
5267,16,"
Man's legs, hands amputated after infection from dog saliva
","A 48-year-old American had to get all his limbs amputated after he contracted sepsis, a life-threatening blood infection caused by a bacteria found in the saliva of dogs and cats. Capnocytophaga canimorsus can infect people with low immunity via bites, licks, or close proximity to the animal. The patient started experiencing flu-like symptoms including fever, vomiting, and diarrhoea last month.",science
5268,17,"
Launch of first-ever mission to 'touch' Sun pushed to Sunday
","NASA has postponed the launch of Parker Solar Probe by a day to Sunday, the first-ever mission aimed to enter the Sun's corona (outer atmosphere). The 7-year mission would probe why temperatures in corona reach a million ºC while Sun's visible surface below it reach only 5,500ºC. The $1.5-billion spacecraft will reach within 6.1 million km of the Sun's surface.",science
5269,18,"
Sunita Williams chosen for NASA's 1st US commercial spaceflight
",Indian-origin astronaut Sunita Williams is among nine astronauts named by NASA for its first spaceflight programme using US-made commercial spacecraft developed by SpaceX and Boeing. It will be the first human spaceflight from US soil since the retirement of its space shuttle in 2011. The astronauts will be sent to International Space Station in voyages scheduled to begin next year.,science
5270,19,"
Dr M Karunanidhi was a scientists' scientist: MS Swaminathan
","MS Swaminathan, regarded as the father of India's Green Revolution, paid a tribute to late DMK chief saying ""Dr M Karunanidhi was a scientists' scientist"". Swaminathan noted the former CM's contributions to Tamil Nadu's development with universities like Anna University. Swaminathan also recalled when Karunanidhi granted him land in Chennai in 1989 for establishing a scientific institution.",science
5271,20,"
NASA's Curiosity rover tweets on completing 6 years on Mars
","Space agency NASA's Curiosity rover on Sunday tweeted on completing its sixth anniversary on Mars. ""Celebrating my 6th landing anniversary with the traditional gift of iron... oxide. (It puts the red in Red Planet.),"" it wrote. Curiosity, which landed on Mars in 2012, was designed to assess whether Mars ever had an environment able to support life forms.",science
5272,21,"
Spider-shaped robot that can help in medical surgeries made
","Researchers from Harvard and Boston have developed a spider-shaped flexible robot that could help assist in performing medical surgeries. The robot uses a single elastic material which is capable of body-shaping, motion, and having color. These soft robots only measure a few millimetres in size and contain the tools needed to reach where rigid robots cannot. ",science
5273,22,"
California wildfire smoke reaches New York, 3,000 miles away
","Smoke from California's ongoing wildfire, classified as the largest in the state's history, has been carried by winds to the US East Coast, nearly 3,000 miles away, satellite observations have shown. However, the smoke arriving in Boston and New York has been diluted with fresh air and can't be seen, nor are the concentrations unhealthy, said an air quality researcher.",science
5274,23,"
Scientists identify molecule that helps sperm locate the egg
","Germany-based scientists have identified a molecule that helps in the chemical reaction between the sperm and the egg to form an embryo. The molecule facilitates an ion exchange in the sperm cell and turns it alkaline. The changed pH value allows neighbouring calcium ions to enter sperm tails, which guide the sperm to the egg, said researchers.",science
5275,24,"
Astronauts photograph US wildfires from space
","Astronauts aboard the International Space Station have photographed the California wildfires from their perspective 400 km above the Earth's surface. The Mendocino Complex Fire, consisting of two wildfires, was declared the largest in the US state's history. The blaze has spread rapidly over the last week to burn 304,400 acres of land, an area almost the size of Los Angeles.",science
5276,25,"
Perseid meteor shower to peak tonight, visible in India
","The Perseid meteor shower will peak on the night between August 12 and August 13 and will be visible over India in areas away from city lights. Made of debris from comet Swift-Tuttle, the Perseids are named so as they appear to originate from the constellation Perseus. One can see about 60-100 meteors per hour all over the night sky.",science
5277,26,"
Gene editing allows silkworms to create spider silk
","A team of researchers in China used a gene editing technique to get silkworms to produce spider silk. The team replaced a part of a silkworm genome with a snippet from a golden orb-web spider. Spider silk can be used to create micro-capsules for delivering cancer drugs, repair damaged nerves and create better bullet-proof vests.",science
5278,0,"
Scientists discover new shape 'scutoid' from human cells
","American and Spanish scientists have discovered a new 3D shape called 'scutoid' while studying human tissue folds which form the skin, cavity and organ linings. The twisted prism-like shape has five sides at one end and six on the other, besides a triangular surface on one of its longer edges. Researchers said the shape makes packing stable and ""energetically efficient"".",science
